RETAILER,BRAND,Product,Product_category,OFFER
,jack links,jerky & dried meat,snacks,"Jack Link's®, select varieties"
,everspring,bath & body,health & wellness,
,ranch rider spirits co,spirits,alcohol,
,medalla light,beer,alcohol,
,sugarlands shine appalachian,spirits,alcohol,
,buchanans de luxe,spirits,alcohol,
,blue buffalo,frozen chicken,frozen meat,
,beyond meat,plant-based meat,meat & seafood,"Beyond Meat® Plant-Based products, spend $25"
target,beyond meat,plant-based meat,meat & seafood,"Beyond Steak™ Plant-Based seared tips, 10 ounce at Target"
h-e-b,beyond meat,plant-based meat,meat & seafood,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at H-E-B"
h-e-b,beyond meat,plant-based meat,meat & seafood,"Beyond Steak™ Plant-Based seared tips, 10 ounce at H-E-B"
target,beyond meat,plant-based meat,meat & seafood,"Beyond Steak™ Plant-Based seared tips, 10 ounce, buy 2 at Target"
,beyond meat,plant-based meat,meat & seafood,"Beyond Meat® Plant-Based products, spend $15"
,beyond meat,plant-based meat,meat & seafood,"Beyond Meat® Plant-Based products, spend $20"
,swiss miss,milk,dairy,
,muszynianka,carbonated soft drinks,beverages,
,on the border,chips,snacks,
,funables,fruit & vegetable snacks,snacks,
,dermasil labs,bath & body,health & wellness,
,polly-o,eggs,dairy,
,heavy seas,beer,alcohol,
,califia farms,milk,dairy,
mcalisters deli,mcalisters deli,frozen chicken,frozen meat,"Sign up for McAlister's Deli Rewards, tap for details"
,sun chips,chips,snacks,
,malibu,spirits,alcohol,
,laudato,wine,alcohol,
,members mark,wine,alcohol,
,sea dog bluepaw,beer,alcohol,
,aeropostale,deodorant & antiperspirant,health & wellness,
,woodchuck,fruit juices,beverages,
,febreze,bread,pantry,
,yardley london,deodorant & antiperspirant,health & wellness,
,yocrunch,yogurt,dairy,
,hidden valley ranch,sauces & marinades,pantry,"Hidden Valley® Ranch Salad Dressing OR Secret Sauce, select varieties"
,hidden valley ranch,sauces & marinades,pantry,"Hidden Valley® Ranch Seasoning Mix Packet, 1 count"
,hidden valley ranch,sauces & marinades,pantry,"Hidden Valley® Ranch Seasoning, select varieties"
,hidden valley ranch,sauces & marinades,pantry,Hidden Valley® Ranch Seasoning Shaker
,hidden valley ranch,sauces & marinades,pantry,"Hidden Valley® Ranch Night Seasoning Mix, 1 count"
,pennsylvania dutch,spirits,alcohol,
,hpnotiq,spirits,alcohol,
,albino armani,wine,alcohol,
,crest,bath & body,health & wellness,
,nature valley,candy,snacks,Nature Valley™ Protein Granola
,no brand listed,bath & body,health & wellness,
,chum churum soon hari,spirits,alcohol,
,bisquick,cooking & baking,pantry,
,kraft,dressings,pantry,
,libby's,cooking & baking,pantry,
,meijer,cooking & baking,pantry,
,ripple,cooking & baking,pantry,
,bimbo sweet baked goods,bakery,deli & bakery,
,mystic reef hard seltzer variety pack,beer,alcohol,
,big ditch brewing company,beer,alcohol,
,eos,hair removal,health & wellness,
,country crock original,cooking & baking,pantry,
,ninkasi brewing company,beer,alcohol,
,leroux,spirits,alcohol,
,annies homegrown grocery,cheese,dairy,"Any General Mills™ products, buy 2
Good Rewards Members Only"
,annies homegrown grocery,cheese,dairy,"General Mills™ products, select brands, spend $35"
,annies homegrown grocery,cheese,dairy,"General Mills™ products, select brands, spend $7 at Convenience Stores"
,annies homegrown grocery,cheese,dairy,"General Mills™ products, select varieties, spend $12"
,meow mix,packaged meat,pantry,
,hall ranch,wine,alcohol,
,dg smart and simple,bath & body,health & wellness,
,uncle nearest 1884,spirits,alcohol,
,good & plenty,candy,snacks,
,revel stoke,spirits,alcohol,
,quaker,snack cakes,snacks,
,claussen,prepared meals,deli & bakery,
,litehouse,cheese,dairy,
,palmolive,cooking & baking,pantry,
,natural light,beer,alcohol,
,palmolive,household supplies,household supplies,
,lysol,makeup,beauty,
,crystal light,water,beverages,
,munchies,fruit & vegetable snacks,snacks,
,ace,fruit juices,beverages,
,brita pop up,household supplies,household supplies,
,arnold brownberry oroweat bread,bread,pantry,
,purell,bath & body,health & wellness,
,corona,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,simply organic,cooking & baking,pantry,Simply Organic Seasoning Mixes OR Spices
,penny smart,bath & body,health & wellness,
,enfamil,baby bathing,baby & toddler,
,zywiec,beer,alcohol,
,betty crocker other,cooking & baking,pantry,
,secret,deodorant & antiperspirant,health & wellness,
,honest,cooking & baking,pantry,
,famous amos,candy,snacks,
,pro sanitize,bath & body,health & wellness,
,hunt's,pasta & noodles,pantry,
,land o' lakes,butter & margarine,dairy,
,wesson,cooking & baking,pantry,Wesson® Oil Products
,devour,frozen meals,frozen,
,rogue,beer,alcohol,
,fosters,beer,alcohol,
,tide,cooking & baking,pantry,
,dripping springs,spirits,alcohol,
,genesee,beer,alcohol,
,aussie,hair care,health & wellness,
,dole,leafy salads,deli & bakery,
,hint,water,beverages,
,e.l.f.,makeup,beauty,
,vizzy,"hard seltzers, sodas, waters, lemonades & teas",alcohol,"Coors Light®, Miller Lite® OR VIZZY™ 12 pack+"
,vizzy,"hard seltzers, sodas, waters, lemonades & teas",alcohol,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 4"
,vizzy,"hard seltzers, sodas, waters, lemonades & teas",alcohol,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 2"
,vizzy,"hard seltzers, sodas, waters, lemonades & teas",alcohol,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 3"
,vizzy,"hard seltzers, sodas, waters, lemonades & teas",alcohol,"Coors Light®, Miller Lite® OR VIZZY™ 12 packs+, buy 5"
,cheez-it puff'd,crackers,snacks,
,reddi-wip,dips & salsa,snacks,
,members mark ultimate clean,bath & body,health & wellness,
,ketel one,spirits,alcohol,
,troegs,beer,alcohol,
,vistamar,wine,alcohol,
,dr pepper caffeine free,carbonated soft drinks,beverages,
,viva,household supplies,household supplies,
,brew dr,tea,beverages,
,quaker,cookies,snacks,
,fat heads,beer,alcohol,
,rum chata,spirits,alcohol,
,frappa chata,spirits,alcohol,
,3 amigos,spirits,alcohol,
,montejo,beer,alcohol,
,athena,wine,alcohol,
,founders premium hard seltzer mas agave vari,malt beverages,alcohol,
,olipop,carbonated soft drinks,beverages,
,tazo,tea,beverages,
,mionetto,wine,alcohol,
,country boy brewing,beer,alcohol,
,royal & langnickel,makeup,beauty,
,glad,prepared meals,deli & bakery,"Glad® Trash Bags, 4 OR 8 Gallon"
,glad,prepared meals,deli & bakery,Glad® ForceFlex Max Strength Trash Bags
,progresso other,bread,pantry,
,tang,carbonated soft drinks,beverages,
,st bernardus,beer,alcohol,
,great grains,"cereal, granola, & toaster pastries",pantry,
,tyson,puffed snacks,snacks,
,mother earth,beer,alcohol,
,bold rock,fruit juices,beverages,
,cream of wheat,"cereal, granola, & toaster pastries",pantry,
,welches fruit n yogurt,fruit & vegetable snacks,snacks,
,flying dog,beer,alcohol,
,la choy,sauces & marinades,pantry,
,banza,candy,snacks,
,late july,candy,snacks,
,ocean spray juices,fruit juices,beverages,
,nabisco,cookies,snacks,
,rockstar energy drink,energy drinks,beverages,
,conte priola,wine,alcohol,
,nyx professional makeup,makeup,beauty,
,playa vallarta,wine,alcohol,
,pliny the elder,beer,alcohol,
,prancer and vixen,wine,alcohol,
,the home store,bath & body,health & wellness,
,dogfish head,spirits,alcohol,
,muscle milk,milk,dairy,
,myerss,spirits,alcohol,
,skatter brain,spirits,alcohol,
,floridas natural,fruit juices,beverages,
,general mills cereal,"cereal, granola, & toaster pastries",pantry,
,manwich,soup & broth,pantry,
,flying dog variety pack,beer,alcohol,
,jose cuervo especial,spirits,alcohol,
,head and shoulders,hair care,health & wellness,
,bold rock,malt beverages,alcohol,
,ozarka,water,beverages,
,carbliss,spirits,alcohol,
,hennessy,spirits,alcohol,
,evan williams,spirits,alcohol,
,uptown cocktails,wine,alcohol,
mcalisters deli,mcalisters deli,candy,snacks,"Sign up for McAlister's Deli Rewards, tap for details"
,natural light,malt beverages,alcohol,
,starr hill variety pack,beer,alcohol,
,desert door,spirits,alcohol,
,mozart,spirits,alcohol,
,devils backbone distilling co,spirits,alcohol,
,avid,fruit juices,beverages,
,jingle & mingle,wine,alcohol,
,snack factory,fruit & vegetable snacks,snacks,
,sixpoint higher volume variety pack,beer,alcohol,
,wish,bath & body,health & wellness,
,kind,"cereal, granola, & toaster pastries",pantry,
whole foods market,evolve,carbonated soft drinks,beverages,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods"
,elijah craig,spirits,alcohol,
,rice a roni,rice & grains,pantry,
,greyrock,wine,alcohol,
,good 2 grow,fruit juices,beverages,
,radius,wine,alcohol,
,homebase,bath & body,health & wellness,
,amici,wine,alcohol,
,talenti,frozen meals,frozen,Talenti Mini Bars
,bitburger,beer,alcohol,
,super coffee,coffee,beverages,"Super Coffee, 12 ounce single serve, buy 3"
,super coffee,coffee,beverages,"Super Coffee, 12 ounce single serve"
,prototype,wine,alcohol,
,devils river,spirits,alcohol,
,crimson thread,wine,alcohol,
,nature made,medicines & treatments,health & wellness,
caseys general store,caseys general store,packaged vegetables,pantry,Order from Casey's app or Caseys.com
caseys general store,caseys general store,packaged vegetables,pantry,Spend $25 at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Spend $5 in-store at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Select beverages AND prepared food items at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Visit OR order online from Casey's 7 times
caseys general store,caseys general store,packaged vegetables,pantry,Spend $5 on single-serve prepared food items at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,12 Pack OR 2 Liter AND Whole Pizza Pie at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Whole Pizza at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Wings OR Cheesy Breadsticks at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Whole Pizza Pie at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Frozen OR Fountain Drink at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Spend $10 in-store at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,"Fresh bakery item, select varieties, at Casey's"
caseys general store,caseys general store,packaged vegetables,pantry,Whole pizza at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,12 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Frozen OR Fountain Drink at Casey's 
caseys general store,caseys general store,packaged vegetables,pantry,Visit OR order online from Casey's 3 times
caseys general store,caseys general store,packaged vegetables,pantry,Visit OR order online from Casey's 5 times
caseys general store,caseys general store,packaged vegetables,pantry,12 pack OR 2 liter AND Whole Pizza at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Whole Pizza at Casey's 
caseys general store,caseys general store,packaged vegetables,pantry,"Fresh Bakery Products at Casey's, select varieties"
caseys general store,caseys general store,packaged vegetables,pantry,Spend $10 on Casey's branded packaged products
caseys general store,caseys general store,packaged vegetables,pantry,2 Pack OR 2 Liter AND Whole Pizza at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,Select Beverages AND Prepared Food Item at Casey's
caseys general store,caseys general store,packaged vegetables,pantry,"Fresh Bakery items, select varieties, at Casey's"
caseys general store,caseys general store,packaged vegetables,pantry,Spend $5 on brisket mac & cheese sandwich OR other single-serve prepared food item
,ore ida,frozen meals,frozen,
,marie callenders,cheese,dairy,
,golden grahams,"cereal, granola, & toaster pastries",pantry,
,stove top,cooking & baking,pantry,
,maxwell house,coffee,beverages,
,44 north,spirits,alcohol,
walmart,burts bees,makeup,beauty,"Burt's Bees Sensitive Lotions and Creams, select varieties, at Walmart"
walmart,burts bees,makeup,beauty,"Burt's Bee's® Facial Wipes, select varieties, 30 count at Walmart"
walmart,burts bees,makeup,beauty,"Burt's Bees® products, select varieties, at Walmart"
walmart,burts bees,makeup,beauty,"Burt's Bees® Sensitive Lotions and Creams, select varieties, at Walmart"
,hy-vee cooler,fruit juices,beverages,
,l'oreal elvive,hair care,health & wellness,
,new york,bakery,deli & bakery,
,publix,cheese,dairy,
,mule 20,spirits,alcohol,
,siggis,yogurt,dairy,
,kraft,condiments,pantry,
,kim crawford,wine,alcohol,
,eclipse,gum,candy,
,vander mill,fruit juices,beverages,
,blue diamond,milk,dairy,
,lysol,bath & body,health & wellness,
,mystic reef,malt beverages,alcohol,
,juicy fruit,gum,candy,
,kentucky,beer,alcohol,
,wells,beer,alcohol,
,sun maid,fruit & vegetable snacks,snacks,
,we clean,bath & body,health & wellness,
,barton,spirits,alcohol,
,mounds,candy,snacks,
,canteen spirits,spirits,alcohol,
,domaine loubejac,wine,alcohol,
,great lakes commodore perry,beer,alcohol,
,pabst blue ribbon,beer,alcohol,
,aveeno,bath & body,health & wellness,
,saranac,carbonated soft drinks,beverages,
,loyal nine cocktails,spirits,alcohol,
martins foods,klondike,frozen meals,frozen,"Reese's Chocolate Cones, 8 count at GIANT OR MARTIN’S"
giant food,klondike,frozen meals,frozen,"Reese's Chocolate Cones, 8 count at GIANT OR MARTIN’S"
walmart,klondike,frozen meals,frozen,"Klondike Cones, spend $10 at Walmart "
walmart,klondike,frozen meals,frozen,Klondike Cones at Walmart 
,temptations,frozen chicken,frozen meat,
,wicked weed pernicious ipa,beer,alcohol,
,atkins,meal replacement beverages,beverages,
,fit vine,wine,alcohol,
,kung fu girl,wine,alcohol,
,frosted flakes,"cereal, granola, & toaster pastries",pantry,
,ratio,yogurt,dairy,:ratio™ KETO* Friendly Cereal OR Granola
,log cabin,"cereal, granola, & toaster pastries",pantry,
,haus am markt,wine,alcohol,
,rx bar,nuts & seeds,snacks,
,green mountain coffee,coffee,beverages,
,ice breakers,candy,snacks,
,99 lemon lime,spirits,alcohol,
,chateau montet,wine,alcohol,
,mr boston,spirits,alcohol,
,90,wine,alcohol,
,gerber,baby health,baby & toddler,
,miller high life,makeup,beauty,
,a.1.,sauces & marinades,pantry,
,reese's puffs,"cereal, granola, & toaster pastries",pantry,
,colgate mouthwash,bath & body,health & wellness,
,gardein,frozen chicken,frozen meat,
,truvia,cooking & baking,pantry,
,panera bread,dressings,pantry,
,country heritage winery and vineyard,wine,alcohol,
,good culture,cooking & baking,pantry,
,brisk,fruit juices,beverages,
,irish spring,bath & body,health & wellness,
,simply,fruit juices,beverages,
,cacti,malt beverages,alcohol,
,country time,fruit juices,beverages,
,first call,spirits,alcohol,
,black forest,candy,snacks,
,leyenda del milagro,spirits,alcohol,
,uv,spirits,alcohol,
,quaker,crackers,snacks,
,king arthur,cooking & baking,pantry,
,good friends,spirits,alcohol,
,cascada,carbonated soft drinks,beverages,
,caulipower live life on the veg,frozen pizza & pizza snacks,frozen,
